@relation GOLDSTANDARD_AROUSAL

@attribute Instance_name string
@attribute frameTime numeric
@attribute GoldStandard numeric


@data
dev_1,38.08,-0.246258
dev_1,38.12,-0.246258
dev_1,38.16,-0.246258
dev_1,38.2,-0.247925
dev_1,38.24,-0.247925
dev_1,38.28,-0.249592
dev_1,38.32,-0.249592
dev_1,38.36,-0.251258
dev_1,38.4,-0.251258
dev_1,38.44,-0.251258
dev_1,38.48,-0.251258
dev_1,38.52,-0.251258
dev_1,38.56,-0.252925
dev_1,38.6,-0.252925
dev_1,38.64,-0.254592
dev_1,38.68,-0.254592
dev_1,38.72,-0.256258
dev_1,38.76,-0.254592
dev_1,38.8,-0.252925
dev_1,38.84,-0.252925
dev_1,38.88,-0.249592
dev_1,38.92,-0.249592
dev_1,38.96,-0.247925
dev_1,39,-0.246258
dev_1,39.04,-0.244592
dev_1,39.08,-0.236258
dev_1,39.12,-0.226258
dev_1,39.16,-0.222925
dev_1,39.2,-0.217925
dev_1,39.24,-0.212925
dev_1,39.28,-0.209592
dev_1,39.32,-0.204592
dev_1,39.36,-0.199592
dev_1,39.4,-0.196258
dev_1,39.44,-0.191258
dev_1,39.48,-0.187925
dev_1,39.52,-0.187925
dev_1,39.56,-0.186258
dev_1,39.6,-0.184592
dev_1,39.64,-0.182925
dev_1,39.68,-0.181258
dev_1,39.72,-0.181258
dev_1,39.76,-0.181258
dev_1,39.8,-0.181258
dev_1,39.84,-0.181258
dev_1,39.88,-0.181258
dev_1,39.92,-0.181258
dev_1,39.96,-0.177925
dev_1,40,-0.177925
dev_1,40.04,-0.174592
dev_1,40.08,-0.172925
dev_1,40.12,-0.169592
dev_1,40.16,-0.166258
dev_1,40.2,-0.156258
dev_1,40.24,-0.146258
dev_1,40.28,-0.136258
dev_1,40.32,-0.127925
dev_1,40.36,-0.112925
dev_1,40.4,-0.104592
dev_1,40.44,-0.0945915
dev_1,40.48,-0.0912582
dev_1,40.52,-0.0879248
dev_1,40.56,-0.0829248
dev_1,40.6,-0.0812582
dev_1,40.64,-0.0812582
dev_1,40.68,-0.0779248
dev_1,40.72,-0.0762582
dev_1,40.76,-0.0762582
dev_1,40.8,-0.0762582
dev_1,40.84,-0.0745915
dev_1,40.88,-0.0745915
dev_1,40.92,-0.0729248
dev_1,40.96,-0.0745915
dev_1,41,-0.0745915
dev_1,41.04,-0.0745915
dev_1,41.08,-0.0745915
dev_1,41.12,-0.0745915
dev_1,41.16,-0.0745915
dev_1,41.2,-0.0812582
dev_1,41.24,-0.0912582
dev_1,41.28,-0.0995915
dev_1,41.32,-0.102925
dev_1,41.36,-0.102925
dev_1,41.4,-0.102925
dev_1,41.44,-0.102925
dev_1,41.48,-0.102925
dev_1,41.52,-0.102925
dev_1,41.56,-0.102925
dev_1,41.6,-0.102925
dev_1,41.64,-0.102925
dev_1,41.68,-0.102925
dev_1,41.72,-0.102925
dev_1,41.76,-0.102925
dev_1,41.8,-0.102925
dev_1,41.84,-0.102925
dev_1,41.88,-0.101258
dev_1,41.92,-0.101258
dev_1,41.96,-0.101258
dev_1,42,-0.101258
dev_1,42.04,-0.0995915
dev_1,42.08,-0.0995915
dev_1,42.12,-0.0995915
dev_1,42.16,-0.0995915
dev_1,42.2,-0.104592
dev_1,42.24,-0.111258
dev_1,42.28,-0.117925
dev_1,42.32,-0.129592
dev_1,42.36,-0.134592
dev_1,42.4,-0.134592
dev_1,42.44,-0.132925
dev_1,42.48,-0.132925
dev_1,42.52,-0.132925
dev_1,42.56,-0.134592
dev_1,42.6,-0.134592
dev_1,42.64,-0.134592
dev_1,42.68,-0.131258
dev_1,42.72,-0.131258
dev_1,42.76,-0.131258
dev_1,42.8,-0.122925
dev_1,42.84,-0.102925
dev_1,42.88,-0.0879248
dev_1,42.92,-0.0812582
dev_1,42.96,-0.0812582
dev_1,43,-0.0812582
dev_1,43.04,-0.0795915
dev_1,43.08,-0.0795915
dev_1,43.12,-0.0779248
dev_1,43.16,-0.0712582
dev_1,43.2,-0.0662582
dev_1,43.24,-0.0645915
dev_1,43.28,-0.0595915
dev_1,43.32,-0.0545915
dev_1,43.36,-0.0462582
dev_1,43.4,-0.0395915
dev_1,43.44,-0.0362582
dev_1,43.48,-0.0345915
dev_1,43.52,-0.0295915
dev_1,43.56,-0.0212582
dev_1,43.6,-0.00625817
dev_1,43.64,0.00374183
dev_1,43.68,0.00707516
dev_1,43.72,0.0104085
dev_1,43.76,0.0154085
dev_1,43.8,0.0204085
dev_1,43.84,0.0220752
dev_1,43.88,0.0254085
dev_1,43.92,0.0287418
dev_1,43.96,0.0320752
dev_1,44,0.0437418
dev_1,44.04,0.0520752
dev_1,44.08,0.0620752
dev_1,44.12,0.0737418
dev_1,44.16,0.0870752
dev_1,44.2,0.102075
dev_1,44.24,0.110408
dev_1,44.28,0.117075
dev_1,44.32,0.120408
dev_1,44.36,0.127075
dev_1,44.4,0.133742
dev_1,44.44,0.137075
dev_1,44.48,0.140408
dev_1,44.52,0.142075
dev_1,44.56,0.145408
dev_1,44.6,0.150408
dev_1,44.64,0.153742
dev_1,44.68,0.155408
dev_1,44.72,0.157075
dev_1,44.76,0.158742
dev_1,44.8,0.162075
dev_1,44.84,0.162075
dev_1,44.88,0.165408
dev_1,44.92,0.165408
dev_1,44.96,0.168742
dev_1,45,0.172075
dev_1,45.04,0.173742
dev_1,45.08,0.177075
dev_1,45.12,0.178742
dev_1,45.16,0.180408
dev_1,45.2,0.182075
dev_1,45.24,0.183742
dev_1,45.28,0.183742
dev_1,45.32,0.187075
dev_1,45.36,0.188742
dev_1,45.4,0.188742
dev_1,45.44,0.188742
dev_1,45.48,0.188742
dev_1,45.52,0.188742
dev_1,45.56,0.188742
dev_1,45.6,0.188742
dev_1,45.64,0.190408
dev_1,45.68,0.192075
dev_1,45.72,0.192075
dev_1,45.76,0.193742
dev_1,45.8,0.195408
dev_1,45.84,0.195408
dev_1,45.88,0.197075
dev_1,45.92,0.197075
dev_1,45.96,0.197075
dev_1,46,0.197075
dev_1,46.04,0.198742
dev_1,46.08,0.200408
dev_1,46.12,0.200408
dev_1,46.16,0.202075
dev_1,46.2,0.202075
dev_1,46.24,0.202075
dev_1,46.28,0.203742
dev_1,46.32,0.203742
dev_1,46.36,0.203742
dev_1,46.4,0.203742
dev_1,46.44,0.203742
dev_1,46.48,0.205408
dev_1,46.52,0.205408
dev_1,46.56,0.207075
dev_1,46.6,0.207075
dev_1,46.64,0.207075
dev_1,46.68,0.207075
dev_1,46.72,0.207075
dev_1,46.76,0.207075
dev_1,46.8,0.207075
dev_1,46.84,0.207075
dev_1,46.88,0.207075
dev_1,46.92,0.207075
dev_1,46.96,0.207075
dev_1,47,0.207075
dev_1,47.04,0.207075
dev_1,47.08,0.210408
dev_1,47.12,0.210408
dev_1,47.16,0.212075
dev_1,47.2,0.212075
dev_1,47.24,0.215408
dev_1,47.28,0.215408
dev_1,47.32,0.217075
dev_1,47.36,0.218742
dev_1,47.4,0.220408
dev_1,47.44,0.220408
dev_1,47.48,0.220408
dev_1,47.52,0.220408
dev_1,47.56,0.220408
dev_1,47.6,0.225408
dev_1,47.64,0.225408
dev_1,47.68,0.227075
dev_1,47.72,0.230408
dev_1,47.76,0.233742
dev_1,47.8,0.233742
dev_1,47.84,0.237075
dev_1,47.88,0.238742
dev_1,47.92,0.242075
dev_1,47.96,0.242075
dev_1,48,0.243742
dev_1,48.04,0.245408
dev_1,48.08,0.245408
dev_1,48.12,0.247075
dev_1,48.16,0.248742
dev_1,48.2,0.248742
dev_1,48.24,0.250408
dev_1,48.28,0.250408
dev_1,48.32,0.250408
dev_1,48.36,0.250408
dev_1,48.4,0.252075
dev_1,48.44,0.252075
dev_1,48.48,0.253742
dev_1,48.52,0.255408
dev_1,48.56,0.255408
dev_1,48.6,0.255408
dev_1,48.64,0.253742
dev_1,48.68,0.253742
dev_1,48.72,0.257075
dev_1,48.76,0.258742
dev_1,48.8,0.258742
dev_1,48.84,0.258742
dev_1,48.88,0.258742
dev_1,48.92,0.258742
dev_1,48.96,0.258742
dev_1,49,0.258742
dev_1,49.04,0.257075
dev_1,49.08,0.257075
dev_1,49.12,0.258742
dev_1,49.16,0.258742
dev_1,49.2,0.258742
dev_1,49.24,0.258742
dev_1,49.28,0.260408
dev_1,49.32,0.262075
dev_1,49.36,0.263742
dev_1,49.4,0.263742
dev_1,49.44,0.263742
dev_1,49.48,0.263742
dev_1,49.52,0.262075
dev_1,49.56,0.262075
dev_1,49.6,0.262075
dev_1,49.64,0.262075
dev_1,49.68,0.262075
dev_1,49.72,0.262075
dev_1,49.76,0.260408
dev_1,49.8,0.260408
dev_1,49.84,0.260408
dev_1,49.88,0.262075
dev_1,49.92,0.262075
dev_1,49.96,0.263742
dev_1,50,0.263742
dev_1,50.04,0.263742
dev_1,50.08,0.265408
dev_1,50.12,0.265408
dev_1,50.16,0.267075
dev_1,50.2,0.265408
dev_1,50.24,0.265408
dev_1,50.28,0.263742
dev_1,50.32,0.263742
dev_1,50.36,0.265408
dev_1,50.4,0.265408
dev_1,50.44,0.265408
dev_1,50.48,0.265408
dev_1,50.52,0.265408
dev_1,50.56,0.263742
dev_1,50.6,0.260408
dev_1,50.64,0.260408
dev_1,50.68,0.260408
dev_1,50.72,0.260408
dev_1,50.76,0.260408
dev_1,50.8,0.258742
dev_1,50.84,0.257075
dev_1,50.88,0.257075
dev_1,50.92,0.257075
dev_1,50.96,0.257075
dev_1,51,0.257075
dev_1,51.04,0.255408
dev_1,51.08,0.255408
dev_1,51.12,0.255408
dev_1,51.16,0.255408
dev_1,51.2,0.253742
dev_1,51.24,0.250408
dev_1,51.28,0.248742
dev_1,51.32,0.248742
dev_1,51.36,0.248742
dev_1,51.4,0.248742
dev_1,51.44,0.248742
dev_1,51.48,0.248742
dev_1,51.52,0.248742
dev_1,51.56,0.248742
dev_1,51.6,0.250408
dev_1,51.64,0.250408
dev_1,51.68,0.250408
dev_1,51.72,0.250408
dev_1,51.76,0.250408
dev_1,51.8,0.250408
dev_1,51.84,0.250408
dev_1,51.88,0.253742
dev_1,51.92,0.262075
dev_1,51.96,0.267075
dev_1,52,0.270408
dev_1,52.04,0.273742
dev_1,52.08,0.273742
dev_1,52.12,0.273742
dev_1,52.16,0.275408
dev_1,52.2,0.278742
dev_1,52.24,0.278742
dev_1,52.28,0.278742
dev_1,52.32,0.278742
dev_1,52.36,0.278742
dev_1,52.4,0.280408
dev_1,52.44,0.280408
dev_1,52.48,0.280408
dev_1,52.52,0.280408
dev_1,52.56,0.280408
dev_1,52.6,0.282075
dev_1,52.64,0.280408
dev_1,52.68,0.280408
dev_1,52.72,0.278742
dev_1,52.76,0.278742
dev_1,52.8,0.278742
dev_1,52.84,0.278742
dev_1,52.88,0.278742
dev_1,52.92,0.277075
dev_1,52.96,0.277075
dev_1,53,0.273742
dev_1,53.04,0.268742
dev_1,53.08,0.258742
dev_1,53.12,0.248742
dev_1,53.16,0.245408
dev_1,53.2,0.242075
dev_1,53.24,0.238742
dev_1,53.28,0.235408
dev_1,53.32,0.233742
dev_1,53.36,0.232075
dev_1,53.4,0.232075
dev_1,53.44,0.230408
dev_1,53.48,0.230408
dev_1,53.52,0.227075
dev_1,53.56,0.220408
dev_1,53.6,0.213742
dev_1,53.64,0.205408
dev_1,53.68,0.198742
dev_1,53.72,0.193742
dev_1,53.76,0.185408
dev_1,53.8,0.177075
dev_1,53.84,0.165408
dev_1,53.88,0.150408
dev_1,53.92,0.147075
dev_1,53.96,0.142075
dev_1,54,0.147075
dev_1,54.04,0.153742
dev_1,54.08,0.158742
dev_1,54.12,0.167075
dev_1,54.16,0.185408
dev_1,54.2,0.210408
dev_1,54.24,0.243742
dev_1,54.28,0.272075
dev_1,54.32,0.278742
dev_1,54.36,0.283742
dev_1,54.4,0.283742
dev_1,54.44,0.285408
dev_1,54.48,0.287075
dev_1,54.52,0.290408
dev_1,54.56,0.292075
dev_1,54.6,0.290408
dev_1,54.64,0.290408
dev_1,54.68,0.290408
dev_1,54.72,0.288742
dev_1,54.76,0.288742
dev_1,54.8,0.288742
dev_1,54.84,0.288742
dev_1,54.88,0.288742
dev_1,54.92,0.288742
dev_1,54.96,0.292075
dev_1,55,0.295408
dev_1,55.04,0.293742
dev_1,55.08,0.295408
dev_1,55.12,0.293742
dev_1,55.16,0.295408
dev_1,55.2,0.295408
dev_1,55.24,0.293742
dev_1,55.28,0.295408
dev_1,55.32,0.295408
dev_1,55.36,0.295408
dev_1,55.4,0.297075
dev_1,55.44,0.298742
dev_1,55.48,0.300408
dev_1,55.52,0.300408
dev_1,55.56,0.300408
dev_1,55.6,0.298742
dev_1,55.64,0.298742
dev_1,55.68,0.297075
dev_1,55.72,0.297075
dev_1,55.76,0.297075
dev_1,55.8,0.297075
dev_1,55.84,0.297075
dev_1,55.88,0.297075
dev_1,55.92,0.300408
dev_1,55.96,0.300408
dev_1,56,0.298742
dev_1,56.04,0.297075
dev_1,56.08,0.295408
dev_1,56.12,0.295408
dev_1,56.16,0.295408
dev_1,56.2,0.295408
dev_1,56.24,0.295408
dev_1,56.28,0.293742
dev_1,56.32,0.295408
dev_1,56.36,0.297075
dev_1,56.4,0.297075
dev_1,56.44,0.297075
dev_1,56.48,0.297075
dev_1,56.52,0.298742
dev_1,56.56,0.297075
dev_1,56.6,0.297075
dev_1,56.64,0.298742
dev_1,56.68,0.298742
dev_1,56.72,0.297075
dev_1,56.76,0.298742
dev_1,56.8,0.297075
dev_1,56.84,0.295408
dev_1,56.88,0.293742
dev_1,56.92,0.292075
dev_1,56.96,0.290408
dev_1,57,0.288742
dev_1,57.04,0.285408
dev_1,57.08,0.283742
dev_1,57.12,0.280408
dev_1,57.16,0.278742
dev_1,57.2,0.278742
dev_1,57.24,0.275408
dev_1,57.28,0.272075
dev_1,57.32,0.270408
dev_1,57.36,0.268742
dev_1,57.4,0.267075
dev_1,57.44,0.267075
dev_1,57.48,0.267075
dev_1,57.52,0.265408
dev_1,57.56,0.265408
dev_1,57.6,0.263742
dev_1,57.64,0.265408
dev_1,57.68,0.262075
dev_1,57.72,0.262075
dev_1,57.76,0.260408
dev_1,57.8,0.260408
dev_1,57.84,0.260408
dev_1,57.88,0.258742
dev_1,57.92,0.257075
dev_1,57.96,0.255408
dev_1,58,0.252075
dev_1,58.04,0.250408
dev_1,58.08,0.250408
dev_1,58.12,0.247075
dev_1,58.16,0.247075
dev_1,58.2,0.245408
dev_1,58.24,0.242075
dev_1,58.28,0.238742
dev_1,58.32,0.237075
dev_1,58.36,0.235408
dev_1,58.4,0.230408
dev_1,58.44,0.232075
dev_1,58.48,0.228742
dev_1,58.52,0.228742
dev_1,58.56,0.227075
dev_1,58.6,0.228742
dev_1,58.64,0.228742
dev_1,58.68,0.230408
dev_1,58.72,0.230408
dev_1,58.76,0.230408
dev_1,58.8,0.232075
dev_1,58.84,0.230408
dev_1,58.88,0.237075
dev_1,58.92,0.242075
dev_1,58.96,0.247075
dev_1,59,0.248742
dev_1,59.04,0.250408
dev_1,59.08,0.252075
dev_1,59.12,0.252075
dev_1,59.16,0.250408
dev_1,59.2,0.253742
dev_1,59.24,0.253742
dev_1,59.28,0.252075
dev_1,59.32,0.250408
dev_1,59.36,0.253742
dev_1,59.4,0.253742
dev_1,59.44,0.255408
dev_1,59.48,0.255408
dev_1,59.52,0.255408
dev_1,59.56,0.255408
dev_1,59.6,0.255408
dev_1,59.64,0.255408
dev_1,59.68,0.255408
dev_1,59.72,0.255408
dev_1,59.76,0.253742
dev_1,59.8,0.253742
dev_1,59.84,0.253742
dev_1,59.88,0.255408
dev_1,59.92,0.255408
dev_1,59.96,0.257075
dev_1,60,0.257075
dev_1,60.04,0.257075
dev_1,60.08,0.257075
dev_1,60.12,0.257075
dev_1,60.16,0.255408
dev_1,60.2,0.255408
dev_1,60.24,0.255408
dev_1,60.28,0.255408
dev_1,60.32,0.255408
dev_1,60.36,0.257075
dev_1,60.4,0.257075
dev_1,60.44,0.257075
dev_1,60.48,0.257075
dev_1,60.52,0.257075
dev_1,60.56,0.257075
dev_1,60.6,0.255408
dev_1,60.64,0.253742
dev_1,60.68,0.252075
dev_1,60.72,0.250408
dev_1,60.76,0.250408
dev_1,60.8,0.250408
dev_1,60.84,0.250408
dev_1,60.88,0.252075
dev_1,60.92,0.253742
dev_1,60.96,0.253742
dev_1,61,0.253742
dev_1,61.04,0.252075
dev_1,61.08,0.250408
dev_1,61.12,0.252075
dev_1,61.16,0.252075
dev_1,61.2,0.248742
dev_1,61.24,0.248742
dev_1,61.28,0.248742
dev_1,61.32,0.248742
dev_1,61.36,0.248742
dev_1,61.4,0.248742
dev_1,61.44,0.248742
dev_1,61.48,0.248742
dev_1,61.52,0.248742
dev_1,61.56,0.247075
dev_1,61.6,0.245408
dev_1,61.64,0.242075
dev_1,61.68,0.242075
dev_1,61.72,0.242075
dev_1,61.76,0.242075
dev_1,61.8,0.242075
dev_1,61.84,0.240408
dev_1,61.88,0.242075
dev_1,61.92,0.242075
dev_1,61.96,0.240408
dev_1,62,0.238742
dev_1,62.04,0.235408
dev_1,62.08,0.233742
dev_1,62.12,0.230408
dev_1,62.16,0.225408
dev_1,62.2,0.222075
dev_1,62.24,0.220408
dev_1,62.28,0.215408
dev_1,62.32,0.208742
dev_1,62.36,0.202075
dev_1,62.4,0.193742
dev_1,62.44,0.187075
dev_1,62.48,0.183742
dev_1,62.52,0.170408
dev_1,62.56,0.157075
dev_1,62.6,0.147075
dev_1,62.64,0.142075
dev_1,62.68,0.138742
dev_1,62.72,0.132075
dev_1,62.76,0.130408
dev_1,62.8,0.128742
dev_1,62.84,0.128742
dev_1,62.88,0.127075
dev_1,62.92,0.127075
dev_1,62.96,0.125408
dev_1,63,0.123742
dev_1,63.04,0.122075
dev_1,63.08,0.120408
dev_1,63.12,0.118742
dev_1,63.16,0.110408
dev_1,63.2,0.100408
dev_1,63.24,0.0920752
dev_1,63.28,0.0870752
dev_1,63.32,0.0820752
dev_1,63.36,0.0754085
dev_1,63.4,0.0704085
dev_1,63.44,0.0670752
dev_1,63.48,0.0637418
dev_1,63.52,0.0604085
dev_1,63.56,0.0504085
dev_1,63.6,0.0404085
dev_1,63.64,0.0287418
dev_1,63.68,0.0204085
dev_1,63.72,0.0170752
dev_1,63.76,0.0137418
dev_1,63.8,0.00707516
dev_1,63.84,0.000408498
dev_1,63.88,-0.0179248
dev_1,63.92,-0.0262582
dev_1,63.96,-0.0345915
dev_1,64,-0.0412582
dev_1,64.04,-0.0495915
dev_1,64.08,-0.0562582
dev_1,64.12,-0.0662582
dev_1,64.16,-0.0729248
dev_1,64.2,-0.0812582
dev_1,64.24,-0.0845915
dev_1,64.28,-0.0929248
dev_1,64.32,-0.0979248
dev_1,64.36,-0.104592
dev_1,64.4,-0.111258
dev_1,64.44,-0.114592
dev_1,64.48,-0.117925
dev_1,64.52,-0.121258
dev_1,64.56,-0.124592
dev_1,64.6,-0.126258
dev_1,64.64,-0.129592
dev_1,64.68,-0.132925
dev_1,64.72,-0.136258
dev_1,64.76,-0.137925
dev_1,64.8,-0.139592
dev_1,64.84,-0.144592
dev_1,64.88,-0.146258
dev_1,64.92,-0.147925
dev_1,64.96,-0.151258
dev_1,65,-0.154592
dev_1,65.04,-0.159592
dev_1,65.08,-0.164592
dev_1,65.12,-0.167925
dev_1,65.16,-0.174592
dev_1,65.2,-0.181258
dev_1,65.24,-0.186258
dev_1,65.28,-0.197925
dev_1,65.32,-0.207925
dev_1,65.36,-0.216258
dev_1,65.4,-0.221258
dev_1,65.44,-0.221258
dev_1,65.48,-0.222925
dev_1,65.52,-0.229592
dev_1,65.56,-0.227925
dev_1,65.6,-0.217925
dev_1,65.64,-0.219592
dev_1,65.68,-0.219592
dev_1,65.72,-0.219592
dev_1,65.76,-0.219592
dev_1,65.8,-0.221258
dev_1,65.84,-0.221258
dev_1,65.88,-0.221258
dev_1,65.92,-0.221258
dev_1,65.96,-0.221258
dev_1,66,-0.221258
dev_1,66.04,-0.221258
dev_1,66.08,-0.221258
dev_1,66.12,-0.221258
dev_1,66.16,-0.221258
dev_1,66.2,-0.222925
dev_1,66.24,-0.222925
dev_1,66.28,-0.222925
dev_1,66.32,-0.222925
dev_1,66.36,-0.231258
dev_1,66.4,-0.251258
dev_1,66.44,-0.257925
dev_1,66.48,-0.261258
dev_1,66.52,-0.264592
dev_1,66.56,-0.264592
dev_1,66.6,-0.267925
dev_1,66.64,-0.266258
dev_1,66.68,-0.266258
dev_1,66.72,-0.266258
dev_1,66.76,-0.267925
dev_1,66.8,-0.267925
dev_1,66.84,-0.267925
dev_1,66.88,-0.267925
dev_1,66.92,-0.267925
dev_1,66.96,-0.269592
dev_1,67,-0.269592
dev_1,67.04,-0.267925
dev_1,67.08,-0.266258
dev_1,67.12,-0.262925
dev_1,67.16,-0.252925
dev_1,67.2,-0.251258
dev_1,67.24,-0.249592
dev_1,67.28,-0.247925
dev_1,67.32,-0.246258
dev_1,67.36,-0.242925
dev_1,67.4,-0.239592
dev_1,67.44,-0.236258
dev_1,67.48,-0.234592
dev_1,67.52,-0.232925
dev_1,67.56,-0.231258
dev_1,67.6,-0.231258
dev_1,67.64,-0.229592
dev_1,67.68,-0.226258
dev_1,67.72,-0.224592
dev_1,67.76,-0.222925
dev_1,67.8,-0.221258
dev_1,67.84,-0.221258
dev_1,67.88,-0.221258
dev_1,67.92,-0.219592
dev_1,67.96,-0.217925
dev_1,68,-0.216258
dev_1,68.04,-0.212925
dev_1,68.08,-0.211258
dev_1,68.12,-0.211258
dev_1,68.16,-0.211258
dev_1,68.2,-0.209592
dev_1,68.24,-0.211258
dev_1,68.28,-0.211258
dev_1,68.32,-0.209592
dev_1,68.36,-0.207925
dev_1,68.4,-0.207925
dev_1,68.44,-0.207925
dev_1,68.48,-0.206258
dev_1,68.52,-0.196258
dev_1,68.56,-0.187925
dev_1,68.6,-0.157925
dev_1,68.64,-0.126258
dev_1,68.68,-0.106258
dev_1,68.72,-0.0945915
dev_1,68.76,-0.0829248
dev_1,68.8,-0.0595915
dev_1,68.84,-0.0395915
dev_1,68.88,-0.0179248
dev_1,68.92,-0.00125817
dev_1,68.96,0.0220752
dev_1,69,0.0404085
dev_1,69.04,0.0637418
dev_1,69.08,0.0770752
dev_1,69.12,0.0887418
dev_1,69.16,0.100408
dev_1,69.2,0.105408
dev_1,69.24,0.112075
dev_1,69.28,0.117075
dev_1,69.32,0.122075
dev_1,69.36,0.123742
dev_1,69.4,0.127075
dev_1,69.44,0.132075
dev_1,69.48,0.138742
dev_1,69.52,0.145408
dev_1,69.56,0.153742
dev_1,69.6,0.158742
dev_1,69.64,0.162075
dev_1,69.68,0.163742
dev_1,69.72,0.165408
dev_1,69.76,0.168742
dev_1,69.8,0.172075
dev_1,69.84,0.175408
dev_1,69.88,0.182075
dev_1,69.92,0.183742
dev_1,69.96,0.185408
dev_1,70,0.185408
dev_1,70.04,0.187075
dev_1,70.08,0.187075
dev_1,70.12,0.188742
dev_1,70.16,0.188742
dev_1,70.2,0.190408
dev_1,70.24,0.190408
dev_1,70.28,0.190408
dev_1,70.32,0.192075
dev_1,70.36,0.192075
dev_1,70.4,0.193742
dev_1,70.44,0.193742
dev_1,70.48,0.197075
dev_1,70.52,0.198742
dev_1,70.56,0.198742
dev_1,70.6,0.198742
dev_1,70.64,0.200408
dev_1,70.68,0.203742
dev_1,70.72,0.203742
dev_1,70.76,0.205408
dev_1,70.8,0.205408
dev_1,70.84,0.208742
dev_1,70.88,0.210408
dev_1,70.92,0.212075
dev_1,70.96,0.212075
dev_1,71,0.210408
dev_1,71.04,0.210408
dev_1,71.08,0.210408
dev_1,71.12,0.212075
dev_1,71.16,0.213742
dev_1,71.2,0.213742
dev_1,71.24,0.215408
dev_1,71.28,0.215408
dev_1,71.32,0.217075
dev_1,71.36,0.217075
dev_1,71.4,0.217075
dev_1,71.44,0.218742
dev_1,71.48,0.220408
dev_1,71.52,0.220408
dev_1,71.56,0.222075
dev_1,71.6,0.222075
dev_1,71.64,0.220408
dev_1,71.68,0.218742
dev_1,71.72,0.218742
dev_1,71.76,0.218742
dev_1,71.8,0.218742
dev_1,71.84,0.218742
dev_1,71.88,0.218742
dev_1,71.92,0.215408
dev_1,71.96,0.212075
dev_1,72,0.208742
dev_1,72.04,0.205408
dev_1,72.08,0.202075
dev_1,72.12,0.197075
dev_1,72.16,0.192075
dev_1,72.2,0.187075
dev_1,72.24,0.180408
dev_1,72.28,0.175408
dev_1,72.32,0.170408
dev_1,72.36,0.167075
dev_1,72.4,0.165408
dev_1,72.44,0.162075
dev_1,72.48,0.160408
dev_1,72.52,0.162075
dev_1,72.56,0.163742
dev_1,72.6,0.165408
dev_1,72.64,0.165408
dev_1,72.68,0.167075
dev_1,72.72,0.167075
dev_1,72.76,0.167075
dev_1,72.8,0.165408
dev_1,72.84,0.167075
dev_1,72.88,0.175408
dev_1,72.92,0.183742
dev_1,72.96,0.190408
dev_1,73,0.193742
dev_1,73.04,0.195408
dev_1,73.08,0.200408
dev_1,73.12,0.203742
dev_1,73.16,0.208742
dev_1,73.2,0.212075
dev_1,73.24,0.217075
dev_1,73.28,0.218742
dev_1,73.32,0.220408
dev_1,73.36,0.222075
dev_1,73.4,0.223742
dev_1,73.44,0.225408
dev_1,73.48,0.225408
dev_1,73.52,0.227075
dev_1,73.56,0.230408
dev_1,73.6,0.232075
dev_1,73.64,0.235408
dev_1,73.68,0.235408
dev_1,73.72,0.238742
dev_1,73.76,0.242075
dev_1,73.8,0.242075
dev_1,73.84,0.242075
dev_1,73.88,0.242075
dev_1,73.92,0.242075
dev_1,73.96,0.240408
dev_1,74,0.240408
dev_1,74.04,0.242075
dev_1,74.08,0.242075
dev_1,74.12,0.243742
dev_1,74.16,0.243742
dev_1,74.2,0.243742
dev_1,74.24,0.243742
dev_1,74.28,0.243742
dev_1,74.32,0.243742
dev_1,74.36,0.240408
dev_1,74.4,0.242075
dev_1,74.44,0.242075
dev_1,74.48,0.240408
dev_1,74.52,0.238742
dev_1,74.56,0.238742
dev_1,74.6,0.238742
dev_1,74.64,0.238742
dev_1,74.68,0.238742
dev_1,74.72,0.237075
dev_1,74.76,0.237075
dev_1,74.8,0.237075
dev_1,74.84,0.237075
dev_1,74.88,0.237075
dev_1,74.92,0.237075
dev_1,74.96,0.237075
dev_1,75,0.237075
dev_1,75.04,0.237075
dev_1,75.08,0.238742
dev_1,75.12,0.238742
dev_1,75.16,0.238742
dev_1,75.2,0.237075
dev_1,75.24,0.237075
dev_1,75.28,0.237075
dev_1,75.32,0.237075
dev_1,75.36,0.237075
dev_1,75.4,0.233742
dev_1,75.44,0.230408
dev_1,75.48,0.232075
dev_1,75.52,0.232075
dev_1,75.56,0.237075
dev_1,75.6,0.235408
dev_1,75.64,0.235408
dev_1,75.68,0.233742
dev_1,75.72,0.227075
dev_1,75.76,0.215408
dev_1,75.8,0.203742
dev_1,75.84,0.187075
dev_1,75.88,0.167075
dev_1,75.92,0.143742
dev_1,75.96,0.117075
dev_1,76,0.0887418
dev_1,76.04,0.0704085
dev_1,76.08,0.0604085
dev_1,76.12,0.0504085
dev_1,76.16,0.0404085
dev_1,76.2,0.0320752
dev_1,76.24,0.0270752
dev_1,76.28,0.0187418
dev_1,76.32,0.0154085
dev_1,76.36,0.00874183
dev_1,76.4,0.0054085
dev_1,76.44,0.00374183
dev_1,76.48,0.00374183
dev_1,76.52,-0.00125817
dev_1,76.56,-0.00292484
dev_1,76.6,-0.0045915
dev_1,76.64,-0.00625817
dev_1,76.68,-0.00625817
dev_1,76.72,-0.00792484
dev_1,76.76,-0.0095915
dev_1,76.8,-0.0112582
dev_1,76.84,-0.0129248
dev_1,76.88,-0.0129248
dev_1,76.92,-0.0179248
